mark,model,generation_name,year,mileage,vol_engine,fuel,city,province,price
bmw,seria-7,gen-g11-12-2015,2016,86000,2993,Diesel,Turek,Wielkopolskie,230010
peugeot,5008,gen-i-2009-2017,2011,168000,1997,Diesel,Pniówek,Śląskie,26900
honda,cr-v,gen-iv-2012-cr-v,2016,85019,1997,Gasoline,Goleniów,Zachodniopomorskie,82900
opel,zafira,gen-b-2005-2011,2009,177000,1598,Gasoline,Strzelno,Kujawsko-pomorskie,19500
nissan,qashqai,gen-ii-2013,2015,130390,1197,Gasoline,Zielona Góra,Lubuskie,64670
seat,leon,gen-iii-2012,2016,169000,1968,Diesel,Dąbrowa Górnicza,Śląskie,61900
skoda,fabia,gen-iii-2014,2017,115000,999,Gasoline,Sokołów,Mazowieckie,34900
bmw,seria-2,,2021,1,1499,Gasoline,Sosnowiec,Śląskie,116200
opel,astra,gen-k-2015,2017,74986,1598,Diesel,Kraków,Małopolskie,58000
audi,q3,,2016,141000,1968,Diesel,Ząbkowice Śląskie,Dolnośląskie,85800
volkswagen,arteon,,2018,80000,1984,Gasoline,Zielona Góra,Lubuskie,145000
citroen,c5,gen-iii-2008,2010,239000,1997,Diesel,Zagórów,Wielkopolskie,19500
audi,80,gen-b4-1991-1995,1992,160000,1984,Gasoline,Koszalin,Zachodniopomorskie,14900
audi,a5,gen-8t-2007-2016,2012,173000,2967,Diesel,Franklinów,Wielkopolskie,62000
volvo,v90,,2017,115700,1969,Diesel,Szczecin,Zachodniopomorskie,174900
ford,ka,gen-ii-2008-ka,2010,161000,1242,Gasoline,Sianów,Zachodniopomorskie,12900
renault,megane,gen-iv-2016,2017,133000,1598,Diesel,Warszawa,Mazowieckie,55500
ford,fiesta,gen-mk7-2008,2016,98717,1498,Diesel,Chodzież,Wielkopolskie,26900
opel,astra,gen-h-2004-2013,2010,141000,1364,Gasoline,Elbląg,Warmińsko-mazurskie,14900
seat,leon,gen-iii-2012,2015,126689,1984,Gasoline,Piaseczno,Mazowieckie,94900
bmw,seria-3,gen-e46-1998-2007,2001,304000,2171,Gasoline,Warszawa,Mazowieckie,123456
nissan,micra,gen-k13-2010,2011,105000,1198,Gasoline,Niewiatrowice,Świętokrzyskie,19900
peugeot,208,,2017,40657,1199,Gasoline,Kalisz,Wielkopolskie,37900
volvo,xc-90,gen-ii-2014-xc-90,2016,189020,1969,Gasoline,Sionna,Mazowieckie,130000
mercedes-benz,c-klasa,gen-w203-2000-2007,2007,178000,1796,Gasoline,Lubawa,Warmińsko-mazurskie,18200
volkswagen,polo,gen-iv-2001-2009,2006,171000,1198,Gasoline,Gostynin,Mazowieckie,9300
honda,cr-v,gen-v-2018,2021,5,1993,Hybrid,Bydgoszcz,Kujawsko-pomorskie,177800
ford,mondeo,gen-mk5-2014,2016,221000,1498,Diesel,Wisznice,Lubelskie,46900
toyota,corolla,gen-e21-2019,2019,45700,1598,Gasoline,Warszawa,Mazowieckie,86900
ford,mondeo,gen-mk5-2014,2015,135000,1997,Diesel,Gdynia,Pomorskie,71000
toyota,yaris,gen-iii-2011,2020,33641,1496,Gasoline,Chorzów,Śląskie,59500
skoda,fabia,gen-ii-2007,2013,60616,1198,Gasoline,Skała,Małopolskie,24500
ford,mondeo,gen-mk4-2007-2014,2011,217043,2000,Diesel,Olsztyn,Warmińsko-mazurskie,28900
seat,alhambra,gen-ii-2010-alhambra,2013,202000,1968,Diesel,Police,Zachodniopomorskie,55600
chevrolet,aveo,,2010,149441,1206,Gasoline,Piaseczno,Mazowieckie,9000
volkswagen,golf,gen-vii-2012,2013,157000,1598,Diesel,Szczecin,Zachodniopomorskie,47000
bmw,seria-5,gen-f10-2009,2011,150000,1995,Diesel,Wadowice,Małopolskie,35700
bmw,seria-3,gen-e90-2005-2012,2010,247000,2000,Diesel,Kutno,Łódzkie,27900
kia,ceed,gen-i-2006-2012,2009,180500,1582,Diesel,Koszalin,Zachodniopomorskie,16900
bmw,x5,gen-f15-2013,2015,135000,2993,Diesel,Starogard Gdański,Pomorskie,148000
audi,a1,,2013,63274,1390,Gasoline,Września,Wielkopolskie,36900
opel,insignia,gen-b-2017,2018,169000,1598,Diesel,Cieszyn,Śląskie,59998
kia,soul,gen-ii-2014-soul,2021,10,0,Electric,Tomaszów Mazowiecki,Łódzkie,168320
citroen,ds3,,2010,194000,1598,Gasoline,Warszawa,Mazowieckie,20000
seat,leon,gen-i-1999-2005-leon,2004,249000,1598,Gasoline,Sycyna Północna,Mazowieckie,9999
renault,megane,gen-iv-2016,2019,63500,1798,Gasoline,Warszawa,Mazowieckie,146358
mercedes-benz,s-klasa,gen-w222-2013,2018,37111,3982,Gasoline,Leszno,Wielkopolskie,325000
mercedes-benz,s-klasa,gen-w222-2013,2019,11800,2925,Diesel,Świdwin,Zachodniopomorskie,435000
kia,ceed,gen-ii-2012-ceed,2012,228500,1582,Diesel,Wrocław,Dolnośląskie,26900
skoda,kamiq,,2020,19127,999,Gasoline,Gdańsk,Pomorskie,97900
mazda,2,gen-ii-2007-2014,2012,121740,1349,Gasoline,Radomsko,Łódzkie,18200
peugeot,308,,2017,104000,1560,Diesel,Niedźwiedź,Wielkopolskie,41500
mercedes-benz,c-klasa,gen-w203-2000-2007,2005,236000,2200,Diesel,Opole,Opolskie,14900
skoda,fabia,gen-iv-2021,2021,5,999,Gasoline,Tarnowskie Góry,Śląskie,71450
mazda,cx-5,,2013,232000,2191,Diesel,Lipówki,Mazowieckie,49900
volvo,v40,gen-ii-2012-v40,2015,128800,1560,Diesel,Mszana Dolna,Małopolskie,46900
bmw,x3,gen-g01-2017,2021,10,1996,Diesel,Kielce,Świętokrzyskie,296200
bmw,x7,,2021,5000,2998,Gasoline,Białystok,Podlaskie,477900
audi,a5,gen-f5-2016,2019,29000,1984,Gasoline,Ostrów Wielkopolski,Wielkopolskie,147000
peugeot,308,,2021,2,1199,Gasoline,Katowice,Śląskie,104900
audi,a4,gen-b6-2000-2004,2003,206700,1781,Gasoline,Bydgoszcz,Kujawsko-pomorskie,18000
mercedes-benz,b-klasa,gen-w245-2005-2011,2008,226000,1991,Diesel,Potworów,Mazowieckie,20500
mercedes-benz,s-klasa,gen-w222-2013,2015,137000,2987,Diesel,Katowice,Śląskie,201424
renault,talisman,,2017,59867,1598,Diesel,Chodzież,Wielkopolskie,74900
volvo,s60,gen-ii-2010-s60,2011,210000,1984,Diesel,Modliborzyce,Lubelskie,41800
mazda,cx-3,,2019,16700,1998,Gasoline,Łask,Łódzkie,79900
hyundai,i30,gen-ii-2012-i30,2013,141000,1396,Gasoline,Olsztyn,Warmińsko-mazurskie,36900
audi,q5,gen-fy-2017,2019,60191,1968,Diesel,Nadarzyn,Mazowieckie,184900
audi,a3,gen-8p-2003-2012,2012,167000,1968,Diesel,Brzozów,Podkarpackie,36600
opel,corsa,gen-e-2014,2019,75000,1398,LPG,Warszawa,Mazowieckie,43900
opel,astra,gen-g-1998-2009,2002,176777,1686,Diesel,Turek,Wielkopolskie,5500
mercedes-benz,c-klasa,gen-w204-2007-2014,2009,165006,1597,Gasoline,Piaseczno,Mazowieckie,38000
mercedes-benz,c-klasa,gen-w205-2014,2019,23938,1991,Gasoline,Poznań,Wielkopolskie,179900
skoda,octavia,gen-iii-2013,2018,127800,1968,Diesel,Elbląg,Warmińsko-mazurskie,69999
volvo,xc-60,gen-ii-2017,2022,10,1969,Gasoline,Kalisz,Wielkopolskie,176500
chevrolet,orlando,,2011,250000,1998,Diesel,Siepraw,Małopolskie,20500
honda,accord,gen-vii-2002-2008,2006,311000,2204,Diesel,Kraków,Małopolskie,16500
volkswagen,golf-plus,,2013,128000,1598,Diesel,Lublin,Lubelskie,29999
volkswagen,passat,gen-b8-2014,2017,169205,1798,Gasoline,Katowice,Śląskie,77900
seat,leon,gen-iii-2012,2016,168235,1968,Diesel,Bielany Wrocławskie,Dolnośląskie,50000
opel,astra,gen-k-2015,2016,65346,1399,Gasoline,Katowice,Śląskie,50000
opel,mokka,,2013,200700,1686,Diesel,Siedlce,Mazowieckie,41900
audi,a5,gen-f5-2016,2018,38000,1984,Gasoline,Warszawa,Mazowieckie,110000
bmw,seria-3,gen-e90-2005-2012,2008,286500,1995,Diesel,Szczecin,Zachodniopomorskie,18500
opel,corsa,gen-d-2006-2014,2011,99700,1229,Gasoline,Toruń,Kujawsko-pomorskie,20900
fiat,500l,,2013,107000,1368,Gasoline,Piła,Wielkopolskie,29999
ford,transit-connect,gen-ii-2013-transit-connect,2021,1,1498,Diesel,Łódź,Łódzkie,122877
toyota,rav4,gen-iv-2012,2015,103500,1987,Gasoline,Radom,Mazowieckie,89900
skoda,fabia,gen-iii-2014,2020,7476,999,Gasoline,Dobroń,Łódzkie,62900
opel,meriva,gen-ii-2010,2012,119000,1364,Gasoline,Barcin,Kujawsko-pomorskie,19900
toyota,auris,gen-ii-2012,2017,59000,1598,Gasoline,Chojnice,Pomorskie,61000
bmw,seria-5,gen-f10-2009,2011,210000,1995,Diesel,Zebrzydowa,Dolnośląskie,49999
audi,a4,gen-b8-2007-2015,2008,309000,1968,Diesel,Września,Wielkopolskie,25900
peugeot,307,,2001,310000,1997,Gasoline,Hornówek,Mazowieckie,3950
volkswagen,golf,gen-vi-2008-2013,2011,171000,1598,Diesel,Przasnysz,Mazowieckie,27900
opel,zafira,gen-b-2005-2011,2008,198000,1686,Diesel,Posada,Wielkopolskie,18800
skoda,fabia,gen-ii-2007,2011,190000,1598,Diesel,Będzin,Śląskie,14400
ford,mustang-mach-e,,2021,1,0,Electric,Radom,Mazowieckie,303810
ford,mondeo,gen-mk5-2014,2017,112000,1997,Diesel,Bełchatów,Łódzkie,68900
kia,ceed,gen-ii-2012-ceed,2012,168000,1396,Diesel,Zduńska Wola,Łódzkie,28800
audi,a3,gen-8p-2003-2012,2007,195000,1595,Gasoline,Jaworzno,Śląskie,18000
audi,a3,gen-8p-2003-2012,2006,229000,3189,LPG,Żory,Śląskie,27900
volkswagen,touran,gen-iii-2015-touran,2018,114300,1598,Diesel,Poznań,Wielkopolskie,95000
peugeot,308,,2016,76103,1199,Gasoline,Zabrze,Śląskie,52000
peugeot,208,,2021,1,0,Electric,Gdańsk,Pomorskie,141500
audi,a6,gen-c6-2004-2011,2009,335000,2698,Diesel,Stargard Szczeciński,Zachodniopomorskie,28900
audi,a5,gen-f5-2016,2016,51000,1968,Diesel,Kraków,Małopolskie,140000
opel,astra,gen-k-2009-2015,2018,16369,1399,Gasoline,Mysłowice,Śląskie,65000
hyundai,tucson,gen-iii-2015-2020,2019,55000,1598,Diesel,Jędrzejów,Świętokrzyskie,105000
mazda,cx-5,,2019,50000,2488,Gasoline,Jarosław,Podkarpackie,109500
audi,a8,gen-d5-2017,2020,13504,2967,Diesel,Gdańsk,Pomorskie,459900
mercedes-benz,c-klasa,gen-w204-2007-2014,2008,216000,1796,Gasoline,Kiedrzyn,Mazowieckie,33900
mini,cooper-s,,2002,206407,1598,Gasoline,Poznań,Wielkopolskie,14000
renault,zoe,,2021,1,0,Electric,Łódź,Łódzkie,125900
mercedes-benz,glc-klasa,,2016,121365,1991,Gasoline,Koszalin,Zachodniopomorskie,119800
renault,scenic,gen-ii-2003-2009-scenic,2007,179000,1870,Diesel,Białogard,Zachodniopomorskie,8900
opel,corsa,gen-e-2014,2016,95000,1398,LPG,Tarnowskie Góry,Śląskie,35999
volkswagen,passat,gen-b8-2014,2017,163000,1968,Diesel,Bogatynia,Dolnośląskie,100000
skoda,octavia,gen-iii-2013,2017,90375,1395,Gasoline,Olsztyn,Warmińsko-mazurskie,59500
audi,a1,,2021,500,1498,Gasoline,Toruń,Kujawsko-pomorskie,134675
ford,focus,gen-mk4-2018,2018,100163,1596,LPG,Legnica,Dolnośląskie,53900
renault,captur,,2017,49930,1197,Gasoline,Piaseczno,Mazowieckie,63000
toyota,verso,,2010,156000,1598,Gasoline,Paczków,Opolskie,27900
toyota,land-cruiser,gen-vi-2010,2015,48000,2755,Diesel,Skoki,Wielkopolskie,199900
nissan,murano,,2008,180000,3498,LPG,Szczercowska Wieś,Łódzkie,37500
nissan,x-trail,gen-i-2001-2007,2003,156734,1998,Gasoline,Szpetal Górny,Kujawsko-pomorskie,25500
skoda,superb,gen-iii-2015,2021,8,1984,Gasoline,Nowy Sącz,Małopolskie,205000
volkswagen,fox,,2008,181000,1198,Gasoline,Koszalin,Zachodniopomorskie,7900
skoda,fabia,gen-iii-2014,2016,97971,1197,Gasoline,Gdańsk,Pomorskie,44900
mini,one,,2010,217000,1397,LPG,Bodzanów,Małopolskie,19900
audi,a4,gen-b8-2007-2015,2009,298000,1968,Diesel,Lubartów,Lubelskie,32800
skoda,citigo,,2017,27222,999,Gasoline,Janki,Mazowieckie,45900
opel,vivaro,,2008,234000,1995,Diesel,Żuchowice,Łódzkie,25900
volkswagen,passat,gen-b8-2014,2015,100383,1800,Gasoline,Kowale,Pomorskie,81500
peugeot,208,,2013,117000,1199,Gasoline,Zawiercie,Śląskie,28500
ford,kuga,gen-i-2008-2012,2009,158500,1997,Diesel,Poznań,Wielkopolskie,13500
volkswagen,passat,gen-b8-2014,2018,149563,1798,Gasoline,Łódź,Łódzkie,84900
bmw,seria-1,gen-e87-2004-2013,2008,199999,1599,Gasoline,Olkusz,Małopolskie,16999
volkswagen,transporter,gen-t5,2007,219700,1896,Diesel,Gotkowice,Małopolskie,33000
renault,megane,gen-iii-2008-2016,2012,149800,1598,Gasoline,Dąbrowa Górnicza,Śląskie,27000
renault,scenic,gen-ii-2003-2009-scenic,2008,235290,1998,LPG,Zielonka,Mazowieckie,15500
renault,arkana,,2021,1,1598,Hybrid,Kalisz,Wielkopolskie,140800
opel,astra,gen-h-2004-2013,2006,253515,1598,Gasoline,Poznań,Wielkopolskie,14500
volkswagen,tiguan,gen-i-2007-2016,2015,116000,1395,Gasoline,Września,Wielkopolskie,54900
mercedes-benz,c-klasa,gen-w203-2000-2007,2004,273000,1796,Gasoline,Wilkanowo,Mazowieckie,17500
mercedes-benz,c-klasa,gen-w205-2014,2017,65000,1598,Diesel,Sieradz,Łódzkie,73900
fiat,tipo,gen-ii-2016,2021,1,999,Gasoline,Chorzów,Śląskie,75940
volkswagen,scirocco,,1990,240000,1781,Gasoline,Olsztyn,Warmińsko-mazurskie,23500
peugeot,308,,2018,139167,1499,Diesel,Poznań,Wielkopolskie,62800
volvo,xc-90,gen-ii-2014-xc-90,2016,131000,1969,Diesel,Lublin,Lubelskie,177798
kia,sorento,gen-i-2002-2009-sorento,2005,225000,3497,Gasoline,Wola Rębkowska,Mazowieckie,29000
volvo,v40,gen-ii-2012-v40,2016,229000,1969,Diesel,Poświętne,Mazowieckie,45900
seat,ibiza,gen-iii-2002-2008,2009,212000,1390,Gasoline,Słupca,Wielkopolskie,8900
skoda,octavia,gen-ii-2004-2013,2012,245790,1968,Diesel,Kraków,Małopolskie,27800
toyota,auris,gen-ii-2012,2017,112837,1598,Gasoline,Siedlce,Mazowieckie,68900
mercedes-benz,e-klasa,gen-w213-2016,2017,129000,1950,Diesel,Sokołów,Mazowieckie,144900
hyundai,kona,,2021,13091,998,Electric,Inowrocław,Kujawsko-pomorskie,81500
bmw,seria-5,gen-f10-2009,2013,268900,1995,Diesel,Śnieciska,Wielkopolskie,59900
volvo,s60,gen-iii-2018-s60,2019,36091,1969,Gasoline,Kraków,Małopolskie,189000
bmw,seria-3,gen-e46-1998-2007,2002,272802,2979,LPG,Katowice,Śląskie,17500
volvo,xc-90,gen-ii-2014-xc-90,2021,1,1969,Hybrid,Kraków,Małopolskie,355230
skoda,superb,gen-iii-2015,2016,136100,1968,Diesel,Rzeszów,Podkarpackie,79999
audi,q5,gen-fy-2017,2017,130000,1968,Diesel,Bydgoszcz,Kujawsko-pomorskie,119000
renault,scenic,gen-ii-2003-2009-scenic,2004,243000,1598,LPG,Rusinowo,Zachodniopomorskie,7500
mercedes-benz,v-klasa,,2022,1,1950,Diesel,Wrocław,Dolnośląskie,370661
volvo,v60,gen-i-2011-2018,2014,216000,1969,Gasoline,Wisła Wielka,Śląskie,48900
mercedes-benz,a-klasa,gen-w169-2004-2012,2008,264800,1991,Diesel,Ustowo,Zachodniopomorskie,10499
bmw,seria-1,gen-e87-2004-2013,2009,196750,1995,Diesel,Żywiec,Śląskie,21900
volkswagen,passat,gen-b8-2014,2017,141700,1798,Gasoline,Świdnik,Lubelskie,92300
toyota,yaris,gen-iii-2011,2019,47617,1496,Gasoline,Suwałki,Podlaskie,64500
ford,s-max,gen-i-2006-2015,2013,225382,1997,Diesel,Rumia,Pomorskie,39000
renault,clio,gen-iii-2005-2012,2009,100092,1149,Gasoline,Kruszwica,Kujawsko-pomorskie,14900
honda,civic,gen-viii-2006-2011,2007,201000,1339,Gasoline,Ciechanów,Mazowieckie,18900
hyundai,tucson,gen-iii-2015-2020,2017,161293,1685,Diesel,Modlniczka,Małopolskie,66900
fiat,panda,gen-ii-2003-2012,2010,137000,1242,Gasoline,Wrocław,Dolnośląskie,13900
audi,a4,gen-b7-2004-2007,2005,219000,1781,Gasoline,Słomniki,Małopolskie,26900
opel,insignia,gen-a-2008-2017,2011,174825,1956,Diesel,Złotów,Wielkopolskie,27999
hyundai,ix35,,2011,104000,1995,Diesel,Wrocław,Dolnośląskie,41500
citroen,c5,gen-ii-2004-2008,2005,205000,1560,Diesel,Ustowo,Zachodniopomorskie,7999
audi,a8,gen-d4-2010,2012,285000,4134,Diesel,Głogów,Dolnośląskie,82000
mercedes-benz,gle-klasa,gen-w166-2015-2019,2016,132000,2996,Gasoline,Warszawa,Mazowieckie,119000
volvo,xc-90,gen-ii-2014-xc-90,2019,40000,1969,Diesel,Kraków,Małopolskie,295000
ford,kuga,gen-ii-2012-kuga,2017,76000,1499,Gasoline,Kraków,Małopolskie,54900
renault,laguna,gen-iii-2007,2013,149000,1995,Diesel,Warszawa,Mazowieckie,44900
hyundai,i30,gen-ii-2012-i30,2013,91000,1396,Gasoline,Żyrardów,Mazowieckie,36900
honda,civic,gen-ix-2011,2014,92358,1339,Gasoline,Rzeszów,Podkarpackie,46900
bmw,seria-3,gen-f30-2012,2015,186000,2993,Diesel,Orzesze,Śląskie,74900
opel,insignia,gen-a-2008-2017,2010,273000,1998,Gasoline,Tarnów,Małopolskie,32000
opel,astra,gen-j-2009-2015,2011,172861,1364,Gasoline,Ustroń,Śląskie,29900
kia,sportage,gen-iv-2016-sportage,2017,47939,1591,Gasoline,Kraków,Małopolskie,73000
toyota,rav4,gen-ii-2000-2005,2001,187000,1998,Gasoline,Łask,Łódzkie,18999
kia,picanto,gen-i-2004-2010-picanto,2009,165000,1086,Gasoline,Zabrze,Śląskie,10990
kia,picanto,gen-i-2004-2010-picanto,2008,45319,1086,Gasoline,Toruń,Kujawsko-pomorskie,8900
volvo,xc-60,gen-ii-2017,2021,15000,1969,Hybrid,Kalisz,Wielkopolskie,324900
bmw,seria-5,gen-g30-2017,2017,113100,1998,Gasoline,Warszawa,Mazowieckie,164900
volkswagen,tiguan-allspace,,2019,48011,1968,Diesel,Warszawa,Mazowieckie,152900
volkswagen,golf,gen-ii-1983-1992,1989,213861,1595,Gasoline,Wodzisław Śląski,Śląskie,7900
honda,civic,gen-x-2017,2017,96500,1498,Gasoline,Wrocław,Dolnośląskie,99999
bmw,x5,gen-f15-2013,2015,119800,2993,Diesel,Białystok,Podlaskie,166050
mazda,2,gen-ii-2007-2014,2008,158788,1349,Gasoline,Szczecin,Zachodniopomorskie,12900
mercedes-benz,s-klasa,gen-w222-2013,2021,10,2999,Gasoline,Łódź,Łódzkie,659900
toyota,corolla,gen-seria-e15-2007,2008,124000,1598,Gasoline,Ostrołęka,Mazowieckie,23900
bmw,seria-3,gen-f30-2012,2013,216800,1995,Diesel,Lisewo,Kujawsko-pomorskie,49500
volkswagen,caravelle,,1999,300000,2461,Diesel,Wrocław,Dolnośląskie,26000
bmw,seria-3,gen-e90-2005-2012,2007,221500,1995,Diesel,Włosań,Małopolskie,15900
peugeot,508,,2011,129700,1598,Gasoline,Kamienna Góra,Dolnośląskie,28900
toyota,avensis,gen-ii-2003-2009,2008,171500,1998,Diesel,Gdynia,Pomorskie,21900
bmw,seria-3,gen-e90-2005-2012,2009,219000,1995,Diesel,Maurycew,Mazowieckie,24500
opel,insignia,gen-b-2017,2017,154200,1956,Diesel,Katowice,Śląskie,61900
mini,one,,2017,26500,1198,Gasoline,Warszawa,Mazowieckie,46500
mercedes-benz,e-klasa,gen-w212-2009,2009,189900,1796,Gasoline,Pisarzowice,Dolnośląskie,62900
bmw,seria-5,gen-e60-2003-2010,2007,324000,2497,Gasoline,Przeworsk,Podkarpackie,20900
opel,insignia,gen-a-2008-2017,2016,208000,1956,Diesel,Warszawa,Mazowieckie,44800
seat,leon,gen-iii-2012,2018,109569,1598,Diesel,Gdynia,Pomorskie,69900
opel,vivaro,,2004,430000,1870,Diesel,Dębica,Podkarpackie,12177
audi,a6,gen-c8-2018,2021,1,1968,Diesel,Chorzów,Śląskie,303500
bmw,x7,,2021,1,2993,Diesel,Warszawa,Mazowieckie,625400
opel,adam,,2015,57500,1398,Gasoline,Kraków,Małopolskie,34900
audi,a4-allroad,,2020,15680,1968,Diesel,Bydgoszcz,Kujawsko-pomorskie,194900
mercedes-benz,c-klasa,gen-w202-1993-2001,1998,279277,4266,Gasoline,Janki,Mazowieckie,36500
skoda,fabia,gen-iii-2014,2018,104284,999,Gasoline,Wrocław,Dolnośląskie,43100
hyundai,ix35,,2013,69000,1591,Gasoline,Krzeszowice,Małopolskie,46900
ford,focus,gen-mk2-2004-2011,2007,198000,1596,LPG,Warszawa,Mazowieckie,13999
seat,ibiza,gen-iii-2002-2008,2008,154537,1598,Gasoline,Dobre,Lubelskie,19900
toyota,corolla,gen-seria-e16-2012,2017,89172,1598,Gasoline,Warszawa,Mazowieckie,59000
kia,ceed,gen-ii-2012-ceed,2014,118989,1396,LPG,Kutno,Łódzkie,41800
audi,a4,gen-b8-2007-2015,2008,210000,1968,Diesel,Myślenice,Małopolskie,32000
bmw,seria-2,,2016,77000,1997,Gasoline,Żywiec,Śląskie,85900
opel,astra,gen-k-2015,2016,91000,999,Gasoline,Oleśnica,Dolnośląskie,41500
toyota,avensis,gen-ii-2003-2009,2003,236100,1794,Gasoline,Pęgów,Dolnośląskie,10900
audi,a1,,2018,69479,999,Gasoline,Strojec,Opolskie,76999
hyundai,tucson,gen-ii-2015,2015,119360,1995,Diesel,Zabrze,Śląskie,72000
citroen,ds4,,2012,228000,1598,Gasoline,Dziemionna,Kujawsko-pomorskie,30999
volkswagen,touran,gen-i-2003-2010,2008,271500,1968,Diesel,Nowy Targ,Małopolskie,14999
audi,a4,gen-b8-2007-2015,2013,197000,1968,Diesel,Leszno,Wielkopolskie,38399
volkswagen,jetta,gen-a6-2010,2017,188000,1797,Gasoline,Kowalewo Pomorskie,Kujawsko-pomorskie,44500
bmw,seria-3,gen-e46-1998-2007,2001,321777,1895,LPG,Radom,Mazowieckie,5700
mercedes-benz,e-klasa,gen-w212-2009,2013,306000,2143,Diesel,Nakło nad Notecią,Kujawsko-pomorskie,59900
ford,kuga,gen-i-2008-2012,2008,214000,1997,Diesel,Grójec,Mazowieckie,34500
opel,ampera,,2013,148754,1398,Hybrid,Lublin,Lubelskie,48800
fiat,doblo,gen-i-2000-2010-doblo,2002,267500,1242,Gasoline,Nowy Sącz,Małopolskie,8500
nissan,qashqai,gen-ii-2013,2015,115000,1197,Gasoline,Głogów,Dolnośląskie,49500
citroen,c5,gen-iii-2008,2014,54000,1598,Gasoline,Fajsławice,Lubelskie,39900
ford,tourneo-custom,,2019,56000,1996,Diesel,Lublin,Lubelskie,174900
peugeot,207,,2010,172000,1397,Gasoline,Lubin,Dolnośląskie,11000
audi,a6,gen-c7-2011,2015,107348,2967,Diesel,Szczecin,Zachodniopomorskie,189900
renault,captur,,2018,5000,1197,Gasoline,Jastrzębie-Zdrój,Śląskie,65000
volkswagen,golf,gen-viii-2020,2021,1,1498,Gasoline,Warszawa,Mazowieckie,103110
peugeot,5008,gen-i-2009-2017,2010,236000,1598,Gasoline,Kutno,Łódzkie,23900
mercedes-benz,e-klasa,gen-w213-2016,2017,40917,1950,Diesel,Augustów,Podlaskie,159777
volkswagen,tiguan,gen-i-2007-2016,2010,179000,1984,Gasoline,Kiedrzyn,Mazowieckie,38900
skoda,octavia,gen-iii-2013,2018,139200,1598,Diesel,Łódź,Łódzkie,58900
volkswagen,sharan,gen-ii-2010-sharan,2018,232364,1968,Diesel,Poznań,Wielkopolskie,87600
kia,ceed,gen-i-2006-2012,2010,182354,1400,Gasoline,Chmielnik,Świętokrzyskie,18999
toyota,aygo,gen-ii-2014-aygo,2019,18358,998,Gasoline,Katowice,Śląskie,39000
renault,megane,gen-iii-2008-2016,2010,198500,1397,Gasoline,Kraków,Małopolskie,22900
hyundai,ix35,,2011,144377,1591,Gasoline,Piaseczno,Mazowieckie,47000
mazda,3,gen-iii-2013-3,2013,119417,1496,Gasoline,Kotlin,Wielkopolskie,42900
volkswagen,golf,gen-vii-2012,2019,19078,1395,Gasoline,Łódź,Łódzkie,64400
peugeot,308,,2014,117000,1199,Gasoline,Drawsko Pomorskie,Zachodniopomorskie,44900
citroen,c5,gen-iii-2008,2014,142900,1560,Diesel,Kośmin,Mazowieckie,34900
renault,trafic,gen-iii-2014-trafic,2016,288000,1598,Diesel,Przeciszów,Małopolskie,66000
mercedes-benz,a-klasa,gen-w169-2004-2012,2011,137000,1991,Diesel,Gdańsk,Pomorskie,21900
renault,laguna,gen-iii-2007,2008,240000,2000,Diesel,Kutno,Łódzkie,14900
bmw,seria-3,gen-e90-2005-2012,2005,242000,1995,Gasoline,Ostrów Mazowiecka,Mazowieckie,17900
kia,ceed,gen-ii-2012-ceed,2014,72383,1591,Gasoline,Wschowa,Lubuskie,54900
honda,cr-v,gen-ii-2001-2006,2003,234500,1998,LPG,Warszawa,Mazowieckie,19250
renault,laguna,gen-iii-2007,2011,157465,1997,Gasoline,Wrocław,Dolnośląskie,30000
ford,focus,gen-mk3-2010,2014,162732,999,Gasoline,Krosno,Podkarpackie,32900
hyundai,i30,gen-ii-2012-i30,2012,86000,1396,Gasoline,Gdańsk,Pomorskie,35900
volkswagen,new-beetle,,1999,134000,1984,Gasoline,Ostrów Mazowiecka,Mazowieckie,5999
renault,scenic,gen-iii-2009-2013,2014,173380,1197,Gasoline,Łańcut,Podkarpackie,34900
bmw,seria-3,gen-f30-2012,2017,38700,1998,Gasoline,Piaseczno,Mazowieckie,81900
fiat,bravo,gen-ii-2007-bravo,2009,109000,1368,Gasoline,Warszawa,Mazowieckie,16400
mercedes-benz,m-klasa,gen-w164-2005-2011,2011,186681,2987,Diesel,Żalno,Kujawsko-pomorskie,94400
ford,edge,,2017,183664,1997,Diesel,Złotów,Wielkopolskie,97777
skoda,octavia,gen-ii-2004-2013,2009,110200,1798,Gasoline,Osielec,Małopolskie,25800
renault,laguna,gen-ii-2001-2007,2005,180000,1998,Gasoline,Radom,Mazowieckie,10600
mercedes-benz,c-klasa,gen-w204-2007-2014,2010,192635,2143,Diesel,Częstochowa,Śląskie,35800
mercedes-benz,e-klasa,gen-w213-2016,2018,73000,1950,Diesel,Konstantynów Łódzki,Łódzkie,179900
audi,a6,gen-c8-2018,2020,29213,2000,Diesel,Gdańsk,Pomorskie,193900
nissan,juke,gen-i-2010-2019,2017,89894,1197,Gasoline,Warszawa,Mazowieckie,61500
volvo,xc-60,gen-i-2008-2017,2017,151020,2400,Diesel,Modlniczka,Małopolskie,109799
hyundai,ix35,,2014,60000,1591,Gasoline,Radom,Mazowieckie,49900
bmw,seria-3,gen-e90-2005-2012,2011,181000,1995,Diesel,Kłecko,Wielkopolskie,34900
